ref_catastral,codigo_uso,pc_31,valor_control,sup_bi
6077910UG5767N,M,,0,103
7530127UG3973S,M,,0,103
7530128UG3973S,M,,0,103
1061475UG4916S,M,,0,102
4359965UG4945N,M,,0,102
4705114UG3940N,M,,0,102
4953709UG4945S,M,,0,102
2445420UG4924N,M,,0,101
3245422UG4934N,M,,0,101
4359959UG4945N,M,,0,101
8636302UG3983N,M,,0,101
8636303UG3983N,M,,0,101
0691901UG3809S,M,,0,100
2444604UG4924S,M,,0,100
2444608UG4924S,M,,0,100
4871102UH4047S,M,,0,100
5355291UG4955N,M,,0,100
5850927UG4955S,M,,0,100
0963023UG4906S,M,,0,99
0963024UG4906S,M,,0,99
3942225UG4934S,M,,0,99
4357715UG4945N,M,,0,99
4657206UG4945N,M,,0,99
5976321UG5767N,M,,0,99
6077308UG5767N,M,,0,99
0491304UG3809S,M,,0,98
0963031UG4906S,M,,0,98
0963032UG4906S,M,,0,98
3802213UH5030S,M,,0,98
4689012UG5948N,M,,0,98
4871110UH4047S,M,,0,98
6110626UG3961S,M,,0,98
0491316UG3809S,M,,0,97
0491317UG3809S,M,,0,96
1491213UG4919S,M,,0,96
2213923UG3921S,M,,0,96
4459102UG4945N,M,,0,96
4459455UG4945N,M,,0,96
4357723UG4945N,M,,0,95
4660926UG4946S,M,,0,95
5976320UG5767N,M,,0,95
5976322UG5767N,M,,0,95
2454603UG4925S,M,,0,94
3802217UH5030S,M,,0,94
4359962UG4945N,M,,0,94
4359963UG4945N,M,,0,94
4359964UG4945N,M,,0,94
4660925UG4946S,M,,0,94
8636906UG3983N,M,,0,94
8636907UG3983N,M,,0,94
8636908UG3983N,M,,0,94
8636911UG3983N,M,,0,94
8636912UG3983N,M,,0,94
8636919UG3983N,M,,0,94
8636920UG3983N,M,,0,94
8636922UG3983N,M,,0,94
8636923UG3983N,M,,0,94
8636925UG3983N,M,,0,94
8637210UG3983N,M,,0,94
8637211UG3983N,M,,0,94
8637212UG3983N,M,,0,94
8637213UG3983N,M,,0,94
8637220UG3983N,M,,0,94
8637222UG3983N,M,,0,94
8637223UG3983N,M,,0,94
8637224UG3983N,M,,0,94
8637225UG3983N,M,,0,94
8637226UG3983N,M,,0,94
1160413UG4916S,M,,0,93
1160415UG4916S,M,,0,93
0963011UG4906S,M,,0,92
1546126UG4914N,M,,0,92
1546127UG4914N,M,,0,92
5976311UG5767N,M,,0,92
5976312UG5767N,M,,0,92
5976313UG5767N,M,,0,92
7031504UG3973S,M,,0,92
1111185UG3911S,M,,0,91
1208802UG3910N,M,,0,91
1546124UG4914N,M,,0,91
3747818UG4934N,M,,0,91
3802212UH5030S,M,,0,91
3873818UG4937S,M,,0,91
0945609UG4904N,M,,0,90
2754710UG4925S,M,,0,90
2958415UG4925N,M,,0,90
3396018UG3939N,M,,0,90
1092104UG4919S,M,,0,89
3740909UG4934S,M,,0,89
4254210UG4945S,M,,0,89
0945601UG4904N,M,,0,88
1062312UG4916S,M,,0,88
1546125UG4914N,M,,0,88
1546128UG4914N,M,,0,88
3802211UH5030S,M,,0,88
4459454UG4945N,M,,0,88
4758821UG4945N,M,,0,88
2753950UG4925S,M,,0,87
4401208UG3940S,M,,0,87
4425301UG4942N,M,,0,87
7530108UG3973S,M,,0,87
0945607UG4904N,M,,0,86
0945608UG4904N,M,,0,86
1093802UG4919S,M,,0,86
3802218UH5030S,M,,0,86
3846412UG4934N,M,,0,86
6077307UG5767N,M,,0,86
6152812UG4965S,M,,0,86
1061456UG4916S,M,,0,85
9698917UG2899N,M,,0,85
1160414UG4916S,M,,0,84
6152817UG4965S,M,,0,84
14900A11000114,M,,0,83
6152804UG4965S,M,,0,83
9142416UG3994S,M,,0,83
9698916UG2899N,M,,0,83
0963026UG4906S,M,,0,82
1061466UG4916S,M,,0,82
4359972UG4945N,M,,0,82
0963025UG4906S,M,,0,81
0963029UG4906S,M,,0,81
0963030UG4906S,M,,0,81
1208812UG3910N,M,,0,81
1546103UG4914N,M,,0,81
2753906UG4925S,M,,0,80
3396017UG3939N,M,,0,80
3802210UH5030S,M,,0,80
3944259UG4934S,M,,0,80
3961606UG4936S,M,,0,80
6152813UG4965S,M,,0,80
6152814UG4965S,M,,0,80
7429513UG3972N,M,,0,80
9698915UG2899N,M,,0,80
1062609UG4916S,M,,0,79
1160910UG4916S,M,,0,79
1644508UG4914S,M,,0,79
3802205UH5030S,M,,0,79
3944260UG4934S,M,,0,79
4294718UG3849S,M,,0,79
4359604UG4945N,M,,0,79
4359960UG4945N,M,,0,79
4459104UG4945N,M,,0,79
6277013UG5767N,M,,0,79
0992501UG4909S,M,,0,78
0992502UG4909S,M,,0,78
0992503UG4909S,M,,0,78
0992504UG4909S,M,,0,78
0992601UG4909S,M,,0,78
0992602UG4909S,M,,0,78
1091301UG4919S,M,,0,78
1091302UG4919S,M,,0,78
1091303UG4919S,M,,0,78
1091304UG4919S,M,,0,78
1092101UG4919S,M,,0,78
1092102UG4919S,M,,0,78
1092103UG4919S,M,,0,78
1093101UG4919S,M,,0,78
1093102UG4919S,M,,0,78
1093103UG4919S,M,,0,78
1093104UG4919S,M,,0,78
1093801UG4919S,M,,0,78
1093803UG4919S,M,,0,78
1093804UG4919S,M,,0,78
1093805UG4919S,M,,0,78
1093806UG4919S,M,,0,78
1093807UG4919S,M,,0,78
1093808UG4919S,M,,0,78
1093901UG4919S,M,,0,78
1093902UG4919S,M,,0,78
1093903UG4919S,M,,0,78
1093904UG4919S,M,,0,78
1588110UG4918N,M,,0,78
1588111UG4918N,M,,0,78
1588112UG4918N,M,,0,78
1588113UG4918N,M,,0,78
1588114UG4918N,M,,0,78
1588115UG4918N,M,,0,78
1788706UG4918N,M,,0,78
1788707UG4918N,M,,0,78
1788708UG4918N,M,,0,78
1788709UG4918N,M,,0,78
1788710UG4918N,M,,0,78
1788711UG4918N,M,,0,78
1788712UG4918N,M,,0,78
1788713UG4918N,M,,0,78
1788714UG4918N,M,,0,78
1788715UG4918N,M,,0,78
1788716UG4918N,M,,0,78
1788717UG4918N,M,,0,78
1788718UG4918N,M,,0,78
1788719UG4918N,M,,0,78
1788720UG4918N,M,,0,78
1788721UG4918N,M,,0,78
1788722UG4918N,M,,0,78
1788723UG4918N,M,,0,78
1788724UG4918N,M,,0,78
1788725UG4918N,M,,0,78
1788726UG4918N,M,,0,78
1788727UG4918N,M,,0,78
1788728UG4918N,M,,0,78
1788729UG4918N,M,,0,78
1788730UG4918N,M,,0,78
1788731UG4918N,M,,0,78
2753725UG4925S,M,,0,78
3802204UH5030S,M,,0,78
3851110UG4935S,M,,0,78
6152818UG4965S,M,,0,78
3802209UH5030S,M,,0,77
4605801UG3940N,M,,0,77
4062113UG4946S,M,,0,76
4650934UG4945S,M,,0,76
6277201UG5567N,M,,0,76
1546102UG4914N,M,,0,75
3942210UG4934S,M,,0,75
4359605UG4945N,M,,0,75
4359606UG4945N,M,,0,75
4359607UG4945N,M,,0,75
4359608UG4945N,M,,0,75
4359609UG4945N,M,,0,75
4359610UG4945N,M,,0,75
4359611UG4945N,M,,0,75
4359612UG4945N,M,,0,75
4359613UG4945N,M,,0,75
4359614UG4945N,M,,0,75
6276406UG5567N,M,,0,75
4359971UG4945N,M,,0,74
1061452UG4916S,M,,0,73
1061453UG4916S,M,,0,73
1061454UG4916S,M,,0,73
1061455UG4916S,M,,0,73
1062311UG4916S,M,,0,73
3802208UH5030S,M,,0,73
0963012UG4906S,M,,0,72
0963013UG4906S,M,,0,72
0963027UG4906S,M,,0,72
1062606UG4916S,M,,0,72
1062607UG4916S,M,,0,72
1208801UG3910N,M,,0,72
1208813UG3910N,M,,0,72
1208814UG3910N,M,,0,72
2753907UG4925S,M,,0,72
2753908UG4925S,M,,0,72
3735602UG4933N,M,,0,72
3802207UH5030S,M,,0,72
4359961UG4945N,M,,0,72
4359970UG4945N,M,,0,72
0963005UG4906S,M,,0,71
0963008UG4906S,M,,0,71
0963009UG4906S,M,,0,71
1062314UG4916S,M,,0,71
1062315UG4916S,M,,0,71
2753726UG4925S,M,,0,71
2753728UG4925S,M,,0,71
3702613UH5030S,M,,0,71
3802201UH5030S,M,,0,71
3802202UH5030S,M,,0,71
3802206UH5030S,M,,0,71
4359967UG4945N,M,,0,71
4359969UG4945N,M,,0,71
0945606UG4904N,M,,0,70
0963006UG4906S,M,,0,70
0963028UG4906S,M,,0,70
0963033UG4906S,M,,0,70
1062610UG4916S,M,,0,70
1062611UG4916S,M,,0,70
1162209UG4916S,M,,0,70
1162216UG4916S,M,,0,70
1308513UG3910N,M,,0,70
1608009UG3910N,M,,0,70
2753727UG4925S,M,,0,70
2753912UG4925S,M,,0,70
2753949UG4925S,M,,0,70
3702601UH5030S,M,,0,70
3702602UH5030S,M,,0,70
3702603UH5030S,M,,0,70
3702604UH5030S,M,,0,70
3702605UH5030S,M,,0,70
3702606UH5030S,M,,0,70
3702607UH5030S,M,,0,70
3702608UH5030S,M,,0,70
3702609UH5030S,M,,0,70
3702610UH5030S,M,,0,70
3702611UH5030S,M,,0,70
3702612UH5030S,M,,0,70
3802230UH5030S,M,,0,70
4359601UG4945N,M,,0,70
4359966UG4945N,M,,0,70
4359968UG4945N,M,,0,70
4459101UG4945N,M,,0,70
4459105UG4945N,M,,0,70
4459106UG4945N,M,,0,70
4459107UG4945N,M,,0,70
4459108UG4945N,M,,0,70
4459109UG4945N,M,,0,70
4459110UG4945N,M,,0,70
4459111UG4945N,M,,0,70
4459112UG4945N,M,,0,70
4459113UG4945N,M,,0,70
4459114UG4945N,M,,0,70
1611707UG3911S,M,,0,68
4046884UG4944N,M,,0,68
6277012UG5767N,M,,0,66
2896101UG5929N,M,,0,65
3735603UG4933N,M,,0,65
8636901UG3983N,M,,0,63
8636903UG3983N,M,,0,63
8636905UG3983N,M,,0,63
8636914UG3983N,M,,0,63
8636915UG3983N,M,,0,63
8636917UG3983N,M,,0,63
8636918UG3983N,M,,0,63
8637202UG3983N,M,,0,63
8637204UG3983N,M,,0,63
8637214UG3983N,M,,0,63
8637216UG3983N,M,,0,63
3639408UG4933N,M,,0,61
3744311UG4934S,M,,0,61
4147370UG4944N,M,,0,61
4137306UG4943N,M,,0,60
6377140UG5567N,M,,0,60
7230826UG3973S,M,,0,60
3643133UG4934S,M,,0,58
3851111UG4935S,M,,0,58
14900A07700124,M,,0,57
4137329UG4943N,M,,0,57
0991702UG4919S,M,,0,56
1187657UG4918N,M,,0,56
1194811UG4919S,M,,0,56
1390408UG4919S,M,,0,56
1487201UG4918N,M,,0,56
1789302UG4918N,M,,0,56
4137338UG4943N,M,,0,56
4363101UG4946S,M,,0,56
4463101UG4946S,M,,0,56
3836614UG4933N,M,,0,55
4363501UG4946S,M,,0,55
4462201UG4946S,M,,0,55
5894202UG4959S,M,,0,55
3942219UG4934S,M,,0,54
4147375UG4944N,M,,0,54
4291043UG5949S,M,,0,54
4301601UG3940S,M,,0,54
4452113UG4945S,M,,0,53
4463201UG4946S,M,,0,53
4971205UH4047S,M,,0,52
4971204UH4047S,M,,0,51
4973406UH4047S,M,,0,47
4226720UG4942N,M,,0,46
4452112UG4945S,M,,0,46
6200502UH4060S,M,,0,46
4657610UG4945N,M,,0,45
3844428UG4934S,M,,0,43
3639403UG4933N,M,,0,42
5996602UG4959N,M,,0,41
14900A07700123,M,,0,39
3948930UG4934N,M,,0,39
3639406UG4933N,M,,0,38
3942217UG4934S,M,,0,36
6098422UG4969N,M,,0,36
7229917UG3972N,M,,0,36
4062907UG4946S,M,,0,35
4137340UG4943N,M,,0,35
3844441UG4934S,M,,0,32
3942215UG4934S,M,,0,32
3942209UG4934S,M,,0,31
3873615UG4937S,M,,0,30
4137339UG4943N,M,,0,29
5397402UG4959N,M,,0,28
9771202UG3997S,M,,0,28
0309898UG3901S,M,,0,27
6199302UG4969N,M,,0,27
2899501UG5929N,M,,0,25
3000501UH5030S,M,,0,25
3402115UH5030S,M,,0,25
3100028UH3030S,M,,0,23
6001001UH4060S,M,,0,23
3338410UG4933N,M,,0,22
3844440UG4934S,M,,0,20
4062479UG4946S,M,,0,20
3802220UH5030S,M,,0,18
3942218UG4934S,M,,0,18
5899401UG4959N,M,,0,17
5097501UG4959N,M,,0,16
1063502UG4916S,M,,0,13
2083334UG4928S,M,,0,13
3639405UG4933N,M,,0,9
4689028UG5948N,M,,0,8
4689029UG5948N,M,,0,8
1477504UG4917N,M,,0,0
3196005UG3939N,M,,0,0
4252614UG4945S,M,,0,0
